Entry	Reviewed	Entry Name	Protein names	Length	InterPro
P54707	reviewed	AT12A_HUMAN	Potassium-transporting ATPase alpha chain 2 (HK alpha 2) (Non-gastric H(+)/K(+) ATPase subunit alpha) (EC 7.2.2.19) (Non-gastric Na(+)/K(+) ATPase subunit alpha) (EC 7.2.2.13) (Proton pump) (Sodium pump)	1039	IPR006068;IPR004014;IPR023299;IPR018303;IPR023298;IPR008250;IPR059000;IPR050510;IPR036412;IPR023214;IPR005775;IPR001757;IPR044492;
P54753	reviewed	EPHB3_HUMAN	Ephrin type-B receptor 3 (EC 2.7.10.1) (EPH-like tyrosine kinase 2) (EPH-like kinase 2) (Embryonic kinase 2) (EK2) (hEK2) (Tyrosine-protein kinase TYRO6)	998	IPR027936;IPR034245;IPR001090;IPR050449;IPR003961;IPR036116;IPR008979;IPR013783;IPR011009;IPR000719;IPR017441;IPR001660;IPR013761;IPR001245;IPR011641;IPR008266;IPR020635;IPR016257;IPR001426;
P54756	reviewed	EPHA5_HUMAN	Ephrin type-A receptor 5 (EC 2.7.10.1) (Brain-specific kinase) (EPH homology kinase 1) (EHK-1) (EPH-like kinase 7) (EK7) (hEK7)	1037	IPR027936;IPR034277;IPR001090;IPR050449;IPR003961;IPR036116;IPR008979;IPR013783;IPR011009;IPR000719;IPR017441;IPR001660;IPR013761;IPR001245;IPR008266;IPR020635;IPR016257;IPR001426;
P54760	reviewed	EPHB4_HUMAN	Ephrin type-B receptor 4 (EC 2.7.10.1) (Hepatoma transmembrane kinase) (Tyrosine-protein kinase TYRO11)	987	IPR037636;IPR027936;IPR034290;IPR001090;IPR050449;IPR003961;IPR036116;IPR008979;IPR009030;IPR013783;IPR011009;IPR000719;IPR017441;IPR001660;IPR013761;IPR001245;IPR011641;IPR008266;IPR020635;IPR016257;IPR001426;
P54762	reviewed	EPHB1_HUMAN	Ephrin type-B receptor 1 (EC 2.7.10.1) (ELK) (EPH tyrosine kinase 2) (EPH-like kinase 6) (EK6) (hEK6) (Neuronally-expressed EPH-related tyrosine kinase) (NET) (Tyrosine-protein kinase receptor EPH-2)	984	IPR027936;IPR034231;IPR042819;IPR001090;IPR050449;IPR003961;IPR036116;IPR008979;IPR009030;IPR013783;IPR011009;IPR000719;IPR017441;IPR001660;IPR013761;IPR001245;IPR008266;IPR020635;IPR016257;IPR001426;
P54764	reviewed	EPHA4_HUMAN	Ephrin type-A receptor 4 (EC 2.7.10.1) (EPH-like kinase 8) (EK8) (hEK8) (Tyrosine-protein kinase TYRO1) (Tyrosine-protein kinase receptor SEK)	986	IPR027936;IPR034270;IPR030602;IPR001090;IPR050449;IPR003961;IPR036116;IPR008979;IPR013783;IPR011009;IPR000719;IPR017441;IPR001660;IPR013761;IPR001245;IPR008266;IPR020635;IPR016257;IPR001426;
P55011	reviewed	S12A2_HUMAN	Solute carrier family 12 member 2 (Basolateral Na-K-Cl symporter) (Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 2) (BSC2) (Na-K-2Cl cotransporter 1) (hNKCC1)	1212	IPR004841;IPR013612;IPR002444;IPR018491;IPR002443;IPR004842;
P55017	reviewed	S12A3_HUMAN	Solute carrier family 12 member 3 (Na-Cl cotransporter) (NCC) (Na-Cl symporter) (Thiazide-sensitive sodium-chloride cotransporter)	1021	IPR004841;IPR013612;IPR018491;IPR002948;IPR004842;
P55060	reviewed	XPO2_HUMAN	Exportin-2 (Exp2) (Cellular apoptosis susceptibility protein) (Chromosome segregation 1-like protein) (Importin-alpha re-exporter)	971	IPR011989;IPR016024;IPR001494;IPR005043;IPR013713;
P55072	reviewed	TERA_HUMAN	Transitional endoplasmic reticulum ATPase (TER ATPase) (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (Valosin-containing protein) (VCP)	806	IPR003593;IPR005938;IPR050168;IPR041569;IPR009010;IPR003959;IPR003960;IPR004201;IPR029067;IPR003338;IPR027417;
P55157	reviewed	MTP_HUMAN	Microsomal triglyceride transfer protein large subunit	894	IPR015819;IPR011030;IPR045811;IPR039988;IPR015816;IPR001747;
P55160	reviewed	NCKPL_HUMAN	Nck-associated protein 1-like (Hematopoietic protein 1) (Membrane-associated protein HEM-1)	1127	IPR019137;
P55196	reviewed	AFAD_HUMAN	Afadin (ALL1-fused gene from chromosome 6 protein) (Protein AF-6) (Afadin adherens junction formation factor)	1824	IPR028842;IPR037977;IPR002710;IPR000253;IPR001478;IPR036034;IPR000159;IPR008984;IPR029071;
P55197	reviewed	AF10_HUMAN	Protein AF-10 (ALL1-fused gene from chromosome 10 protein)	1068	IPR049773;IPR049781;IPR049775;IPR034732;IPR050701;IPR019786;IPR011011;IPR001965;IPR019787;IPR013083;
P55198	reviewed	AF17_HUMAN	Protein AF-17 (ALL1-fused gene from chromosome 17 protein)	1093	IPR049781;IPR034732;IPR050701;IPR019786;IPR011011;IPR001965;IPR019787;IPR013083;
P55201	reviewed	BRPF1_HUMAN	Peregrin (Bromodomain and PHD finger-containing protein 1) (Protein Br140)	1214	IPR001487;IPR036427;IPR018359;IPR042008;IPR049583;IPR019542;IPR034732;IPR050701;IPR042061;IPR000313;IPR019786;IPR013087;IPR011011;IPR001965;IPR019787;IPR013083;
P55265	reviewed	DSRAD_HUMAN	Double-stranded RNA-specific adenosine deaminase (DRADA) (EC 3.5.4.37) (136 kDa double-stranded RNA-binding protein) (p136) (Interferon-inducible protein 4) (IFI-4) (K88DSRBP)	1226	IPR002466;IPR044456;IPR044457;IPR014720;IPR036388;IPR036390;IPR042371;
P55268	reviewed	LAMB2_HUMAN	Laminin subunit beta-2 (Laminin B1s chain) (Laminin-11 subunit beta) (Laminin-14 subunit beta) (Laminin-15 subunit beta) (Laminin-3 subunit beta) (Laminin-4 subunit beta) (Laminin-7 subunit beta) (Laminin-9 subunit beta) (S-laminin subunit beta) (S-LAM beta)	1798	IPR000742;IPR056558;IPR050440;IPR013015;IPR008211;IPR002049;IPR056863;
P55283	reviewed	CADH4_HUMAN	Cadherin-4 (Retinal cadherin) (R-CAD) (R-cadherin)	916	IPR039808;IPR002126;IPR015919;IPR020894;IPR014868;IPR000233;IPR027397;
P55291	reviewed	CAD15_HUMAN	Cadherin-15 (Cadherin-14) (Muscle cadherin) (M-cadherin)	814	IPR039808;IPR002126;IPR015919;IPR020894;IPR000233;IPR027397;
P55786	reviewed	PSA_HUMAN	Puromycin-sensitive aminopeptidase (PSA) (EC 3.4.11.14) (Cytosol alanyl aminopeptidase) (AAP-S)	919	IPR045357;IPR042097;IPR024571;IPR034016;IPR001930;IPR050344;IPR014782;IPR027268;
P55884	reviewed	EIF3B_HUMAN	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (Prt1 homolog) (hPrt1) (eIF-3-eta) (eIF3 p110) (eIF3 p116)	814	IPR011400;IPR034363;IPR012677;IPR035979;IPR000504;IPR013979;IPR015943;
P56192	reviewed	SYMC_HUMAN	Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	900	IPR001412;IPR041872;IPR010987;IPR036282;IPR004046;IPR041598;IPR023458;IPR014758;IPR015413;IPR033911;IPR029038;IPR014729;IPR009080;IPR009068;IPR000738;
P56199	reviewed	ITA1_HUMAN	Integrin alpha-1 (CD49 antigen-like family member A) (Laminin and collagen receptor) (VLA-1) (CD antigen CD49a)	1179	IPR013517;IPR013519;IPR000413;IPR018184;IPR013649;IPR048285;IPR048286;IPR028994;IPR032695;IPR002035;IPR036465;
P56524	reviewed	HDAC4_HUMAN	Histone deacetylase 4 (HD4) (EC 3.5.1.98)	1084	IPR046949;IPR000286;IPR023801;IPR037138;IPR024643;IPR023696;
P56645	reviewed	PER3_HUMAN	Period circadian protein homolog 3 (hPER3) (Cell growth-inhibiting gene 13 protein) (Circadian clock protein PERIOD 3)	1201	IPR000014;IPR035965;IPR013655;IPR057310;IPR048814;IPR022728;IPR050760;
P56715	reviewed	RP1_HUMAN	Oxygen-regulated protein 1 (Retinitis pigmentosa 1 protein) (Retinitis pigmentosa RP1 protein)	2156	IPR003533;IPR036572;
P56730	reviewed	NETR_HUMAN	Neurotrypsin (EC 3.4.21.-) (Leydin) (Motopsin) (Serine protease 12)	875	IPR000001;IPR013806;IPR018056;IPR038178;IPR009003;IPR043504;IPR001314;IPR001190;IPR036772;IPR001254;IPR018114;IPR033116;
P56945	reviewed	BCAR1_HUMAN	Breast cancer anti-estrogen resistance protein 1 (CRK-associated substrate) (Cas scaffolding protein family member 1) (p130cas)	870	IPR046976;IPR035745;IPR021901;IPR037362;IPR014928;IPR038319;IPR036028;IPR001452;
P57071	reviewed	PRD15_HUMAN	PR domain zinc finger protein 15 (EC 2.1.1.-) (PR domain-containing protein 15) (Zinc finger protein 298)	1141	IPR044409;IPR001214;IPR046341;IPR059126;IPR036236;IPR013087;
P57078	reviewed	RIPK4_HUMAN	Receptor-interacting serine/threonine-protein kinase 4 (EC 2.7.11.1) (Ankyrin repeat domain-containing protein 3) (PKC-delta-interacting protein kinase)	832	IPR002110;IPR036770;IPR011009;IPR000719;IPR017441;IPR008271;
P57103	reviewed	NAC3_HUMAN	Sodium/calcium exchanger 3 (Na(+)/Ca(2+)-exchange protein 3) (Solute carrier family 8 member 3)	927	IPR051171;IPR038081;IPR003644;IPR004836;IPR032452;IPR004837;IPR044880;
P57678	reviewed	GEMI4_HUMAN	Gem-associated protein 4 (Gemin-4) (Component of gems 4) (p97)	1058	IPR033265;
P57679	reviewed	EVC_HUMAN	EvC complex member EVC (DWF-1) (Ellis-van Creveld syndrome protein)	992	IPR026501;
P57737	reviewed	CORO7_HUMAN	Coronin-7 (Crn7) (70 kDa WD repeat tumor rejection antigen homolog)	925	IPR015505;IPR015048;IPR015943;IPR020472;IPR019775;IPR036322;IPR001680;
P57740	reviewed	NU107_HUMAN	Nuclear pore complex protein Nup107 (107 kDa nucleoporin) (Nucleoporin Nup107)	925	IPR007252;
P58107	reviewed	EPIPL_HUMAN	Epiplakin (450 kDa epidermal antigen)	5088	IPR043197;IPR035915;IPR001101;
P58397	reviewed	ATS12_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 12 (ADAM-TS 12) (ADAM-TS12) (ADAMTS-12) (EC 3.4.24.-)	1594	IPR013273;IPR050439;IPR041645;IPR045371;IPR010294;IPR024079;IPR001590;IPR002870;IPR010909;IPR000884;IPR036383;
P59044	reviewed	NLRP6_HUMAN	NACHT, LRR and PYD domains-containing protein 6 (Angiotensin II/vasopressin receptor) (PYRIN-containing APAF1-like protein 5)	892	IPR004020;IPR011029;IPR032675;IPR007111;IPR041267;IPR050637;IPR041075;IPR027417;
P59046	reviewed	NAL12_HUMAN	NACHT, LRR and PYD domains-containing protein 12 (Monarch-1) (PYRIN-containing APAF1-like protein 7) (Regulated by nitric oxide)	1061	IPR004020;IPR011029;IPR001611;IPR032675;IPR029495;IPR007111;IPR041267;IPR050637;IPR041075;IPR027417;
P59047	reviewed	NALP5_HUMAN	NACHT, LRR and PYD domains-containing protein 5 (Mater protein homolog) (Maternal Antigen that Embryos Require)	1200	IPR004020;IPR011029;IPR001611;IPR032675;IPR007111;IPR041267;IPR050637;IPR041075;IPR027417;
P59510	reviewed	ATS20_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 20 (ADAM-TS 20) (ADAM-TS20) (ADAMTS-20) (EC 3.4.24.-)	1910	IPR013273;IPR050439;IPR041645;IPR045371;IPR010294;IPR024079;IPR012314;IPR001590;IPR002870;IPR000884;IPR036383;
P59923	reviewed	ZN445_HUMAN	Zinc finger protein 445 (ZFP445) (Zinc finger protein 168) (Zinc finger protein with KRAB and SCAN domains 15)	1031	IPR001909;IPR036051;IPR003309;IPR038269;IPR036236;IPR013087;
P63010	reviewed	AP2B1_HUMAN	AP-2 complex subunit beta (AP105B) (Adaptor protein complex AP-2 subunit beta) (Adaptor-related protein complex 2 subunit beta) (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Plasma membrane adaptor HA2/AP2 adaptin beta subunit)	937	IPR026739;IPR016342;IPR011989;IPR016024;IPR000225;IPR015151;IPR002553;IPR008152;IPR013041;IPR013037;IPR009028;IPR012295;
P63128	reviewed	POK9_HUMAN	Endogenous retrovirus group K member 9 Pol protein (HERV-K(C6) Gag-Pol protein) (HERV-K109 Gag-Pol protein) (HERV-K_6q14.1 provirus ancestral Gag-Pol polyprotein) [Includes: Protease (EC 3.4.23.50) (PR) (Retropepsin); Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p66 RT)]	1117	IPR001969;IPR003322;IPR038124;IPR043502;IPR029054;IPR036157;IPR033704;IPR000467;IPR045345;IPR001995;IPR021109;IPR050195;IPR034170;IPR018061;IPR008916;IPR008919;IPR010999;IPR043128;IPR000477;IPR001878;IPR036875;
P69849	reviewed	NOMO3_HUMAN	BOS complex subunit NOMO3 (Nodal modulator 3) (pM5 protein 3)	1222	IPR013784;IPR008969;IPR013783;IPR055075;IPR055074;IPR055073;IPR056191;IPR056189;IPR056190;IPR056319;IPR056187;IPR051417;IPR041033;
P78312	reviewed	F193A_HUMAN	Protein FAM193A (Protein IT14)	1515	IPR029717;IPR031802;
P78316	reviewed	NOP14_HUMAN	Nucleolar protein 14 (Nucleolar complex protein 14)	857	IPR007276;
P78325	reviewed	ADAM8_HUMAN	Disintegrin and metalloproteinase domain-containing protein 8 (ADAM 8) (EC 3.4.24.-) (Cell surface antigen MS2) (CD antigen CD156a)	824	IPR006586;IPR018358;IPR001762;IPR036436;IPR000742;IPR024079;IPR001590;IPR002870;IPR034027;
P78332	reviewed	RBM6_HUMAN	RNA-binding protein 6 (Lung cancer antigen NY-LU-12) (Protein G16) (RNA-binding motif protein 6) (RNA-binding protein DEF-3)	1123	IPR000467;IPR012677;IPR041591;IPR035979;IPR035617;IPR034123;IPR034125;IPR000504;
P78344	reviewed	IF4G2_HUMAN	Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Death-associated protein 5) (DAP-5) (p97)	907	IPR016024;IPR003891;IPR003890;IPR003307;
P78347	reviewed	GTF2I_HUMAN	General transcription factor II-I (GTFII-I) (TFII-I) (Bruton tyrosine kinase-associated protein 135) (BAP-135) (BTK-associated protein 135) (SRF-Phox1-interacting protein) (SPIN) (Williams-Beuren syndrome chromosomal region 6 protein)	998	IPR004212;IPR036647;IPR016659;
P78357	reviewed	CNTP1_HUMAN	Contactin-associated protein 1 (Caspr) (Caspr1) (Neurexin IV) (Neurexin-4) (p190)	1384	IPR013320;IPR000742;IPR000421;IPR036056;IPR002181;IPR008979;IPR001791;IPR003585;IPR050372;
P78363	reviewed	ABCA4_HUMAN	Retinal-specific phospholipid-transporting ATPase ABCA4 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 4) (RIM ABC transporter) (RIM proteinv) (RmP) (Retinal-specific ATP-binding cassette transporter) (Stargardt disease protein)	2273	IPR003593;IPR013525;IPR003439;IPR017871;IPR026082;IPR005951;IPR027417;IPR056264;
P78364	reviewed	PHC1_HUMAN	Polyhomeotic-like protein 1 (hPH1) (Early development regulatory protein 1)	1004	IPR050548;IPR001660;IPR013761;IPR012313;IPR038603;
P78504	reviewed	JAG1_HUMAN	Protein jagged-1 (Jagged1) (hJ1) (CD antigen CD339)	1218	IPR001774;IPR000742;IPR001881;IPR013032;IPR000152;IPR018097;IPR009030;IPR056986;IPR026219;IPR011651;IPR001007;
P78509	reviewed	RELN_HUMAN	Reelin (EC 3.4.21.-)	3460	IPR000742;IPR013111;IPR002861;IPR042307;IPR034968;IPR049419;IPR036278;
P78524	reviewed	DEN2B_HUMAN	DENN domain-containing protein 2B (HeLa tumor suppression 1) (Suppression of tumorigenicity 5 protein)	1137	IPR001194;IPR005112;IPR043153;IPR051942;IPR037516;IPR005113;
P78527	reviewed	PRKDC_HUMAN	DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (EC 2.7.11.1) (DNPK1) (Ser-473 kinase) (S473K) (p460)	4128	IPR011989;IPR016024;IPR050517;IPR037706;IPR046804;IPR046803;IPR012582;IPR045581;IPR003152;IPR011009;IPR000403;IPR036940;IPR018936;IPR003151;IPR014009;
P78536	reviewed	ADA17_HUMAN	Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (Snake venom-like protease) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b)	824	IPR034025;IPR032029;IPR051489;IPR001762;IPR036436;IPR024079;IPR001590;
P78559	reviewed	MAP1A_HUMAN	Microtubule-associated protein 1A (MAP-1A) (Proliferation-related protein p80) [Cleaved into: MAP1A heavy chain; MAP1 light chain LC2]	2803	IPR026074;IPR057480;IPR036866;
P80108	reviewed	PHLD_HUMAN	Phosphatidylinositol-glycan-specific phospholipase D (PI-G PLD) (EC 3.1.4.50) (Glycoprotein phospholipase D) (Glycosyl-phosphatidylinositol-specific phospholipase D) (GPI-PLD) (GPI-specific phospholipase D)	840	IPR013517;IPR001028;IPR013519;IPR028994;IPR029002;
P80192	reviewed	M3K9_HUMAN	Mitogen-activated protein kinase kinase kinase 9 (EC 2.7.11.25) (Mixed lineage kinase 1)	1104	IPR011009;IPR035779;IPR016231;IPR000719;IPR017441;IPR001245;IPR008271;IPR051681;IPR036028;IPR001452;
P82094	reviewed	TMF1_HUMAN	TATA element modulatory factor (TMF) (Androgen receptor coactivator 160 kDa protein) (Androgen receptor-associated protein of 160 kDa)	1093	IPR052602;IPR022092;IPR022091;
P82279	reviewed	CRUM1_HUMAN	Protein crumbs homolog 1	1406	IPR013320;IPR000742;IPR001881;IPR013032;IPR000152;IPR018097;IPR009030;IPR001791;
P82987	reviewed	ATL3_HUMAN	ADAMTS-like protein 3 (ADAMTSL-3) (Punctin-2)	1691	IPR013273;IPR050439;IPR045371;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR010909;IPR000884;IPR036383;
P84550	reviewed	SKOR1_HUMAN	SKI family transcriptional corepressor 1 (Functional Smad-suppressing element on chromosome 15) (Fussel-15) (LBX1 corepressor 1) (Ladybird homeobox corepressor 1)	965	IPR014890;IPR009061;IPR010919;IPR003380;IPR037000;IPR023216;
P86452	reviewed	ZBED6_HUMAN	Zinc finger BED domain-containing protein 6	979	IPR008906;IPR012337;IPR052865;IPR003656;IPR036236;
P98073	reviewed	ENTK_HUMAN	Enteropeptidase (EC 3.4.21.9) (Enterokinase) (Serine protease 7) (Transmembrane protease serine 15) [Cleaved into: Enteropeptidase non-catalytic heavy chain; Enteropeptidase catalytic light chain]	1019	IPR013320;IPR000859;IPR036055;IPR023415;IPR002172;IPR000998;IPR011163;IPR009003;IPR043504;IPR001314;IPR000082;IPR036364;IPR035914;IPR001190;IPR036772;IPR001254;IPR018114;IPR033116;
P98088	reviewed	MUC5A_HUMAN	Mucin-5AC (MUC-5AC) (Gastric mucin) (Major airway glycoprotein) (Mucin-5 subtype AC, tracheobronchial) (Tracheobronchial mucin) (TBM)	5654	IPR006207;IPR050780;IPR036084;IPR002919;IPR058753;IPR014853;IPR001007;IPR001846;IPR025155;
P98095	reviewed	FBLN2_HUMAN	Fibulin-2 (FIBL-2)	1184	IPR000020;IPR026823;IPR050751;IPR000742;IPR001881;IPR000152;IPR018097;IPR056612;IPR055088;IPR009030;IPR049883;
P98155	reviewed	VLDLR_HUMAN	Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R)	873	IPR011042;IPR000742;IPR001881;IPR000152;IPR018097;IPR036055;IPR051221;IPR023415;IPR000033;IPR002172;IPR049883;
P98160	reviewed	PGBM_HUMAN	Basement membrane-specific heparan sulfate proteoglycan core protein (HSPG) (Perlecan) (PLC) [Cleaved into: Endorepellin; LG3 peptide]	4391	IPR013320;IPR000742;IPR001881;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR013106;IPR001791;IPR000034;IPR036055;IPR023415;IPR002172;IPR002049;IPR056863;IPR051170;IPR000082;
P98161	reviewed	PKD1_HUMAN	Polycystin-1 (PC1) (Autosomal dominant polycystic kidney disease 1 protein)	4303	IPR001304;IPR016186;IPR016187;IPR000483;IPR057244;IPR000203;IPR013783;IPR001611;IPR003591;IPR032675;IPR000372;IPR000434;IPR022409;IPR002859;IPR013122;IPR000601;IPR035986;IPR001024;IPR036392;IPR042060;IPR006228;IPR046791;IPR014010;IPR002889;
P98164	reviewed	LRP2_HUMAN	Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)	4655	IPR011042;IPR026823;IPR000742;IPR001881;IPR000152;IPR018097;IPR056588;IPR009030;IPR036055;IPR051221;IPR023415;IPR000033;IPR002172;IPR019825;IPR049883;
P98171	reviewed	RHG04_HUMAN	Rho GTPase-activating protein 4 (Rho-GAP hematopoietic protein C1) (Rho-type GTPase-activating protein 4) (p115)	946	IPR027267;IPR031160;IPR001060;IPR008936;IPR000198;IPR036028;IPR001452;IPR051627;IPR035678;
P98174	reviewed	FGD1_HUMAN	FYVE, RhoGEF and PH domain-containing protein 1 (Faciogenital dysplasia 1 protein) (Rho/Rac guanine nucleotide exchange factor FGD1) (Rho/Rac GEF) (Zinc finger FYVE domain-containing protein 3)	961	IPR035899;IPR000219;IPR035941;IPR035939;IPR051092;IPR011993;IPR001849;IPR000306;IPR017455;IPR013083;
P98175	reviewed	RBM10_HUMAN	RNA-binding protein 10 (G patch domain-containing protein 9) (RNA-binding motif protein 10) (RNA-binding protein S1-1) (S1-1)	930	IPR000467;IPR012677;IPR041591;IPR035979;IPR035618;IPR034992;IPR000504;IPR013087;IPR001876;IPR036443;
P98194	reviewed	AT2C1_HUMAN	Calcium-transporting ATPase type 2C member 1 (ATPase 2C1) (EC 7.2.2.10) (ATP-dependent Ca(2+) pump PMR1) (Ca(2+)/Mn(2+)-ATPase 2C1) (Secretory pathway Ca(2+)-transporting ATPase type 1) (SPCA1)	919	IPR006068;IPR004014;IPR023299;IPR018303;IPR023298;IPR008250;IPR059000;IPR036412;IPR023214;IPR006413;IPR001757;IPR044492;
P98196	reviewed	AT11A_HUMAN	Phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)	1134	IPR023299;IPR018303;IPR023298;IPR008250;IPR059000;IPR036412;IPR023214;IPR006539;IPR032631;IPR001757;IPR032630;IPR044492;
P98198	reviewed	AT8B2_HUMAN	Phospholipid-transporting ATPase ID (EC 7.6.2.1) (ATPase class I type 8B member 2) (P4-ATPase flippase complex alpha subunit ATP8B2)	1209	IPR023299;IPR018303;IPR023298;IPR008250;IPR036412;IPR023214;IPR006539;IPR032631;IPR001757;IPR032630;IPR044492;
Q00341	reviewed	VIGLN_HUMAN	Vigilin (High density lipoprotein-binding protein) (HDL-binding protein)	1268	IPR004087;IPR004088;IPR036612;IPR057778;
Q00610	reviewed	CLH1_HUMAN	Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17)	1675	IPR016024;IPR055358;IPR000547;IPR015348;IPR016025;IPR022365;IPR016341;IPR011990;
Q00653	reviewed	NFKB2_HUMAN	Nuclear factor NF-kappa-B p100 subunit (DNA-binding factor KBF2) (H2TF1) (Lymphocyte translocation chromosome 10 protein) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2) (Oncogene Lyt-10) (Lyt10) [Cleaved into: Nuclear factor NF-kappa-B p52 subunit]	900	IPR002110;IPR036770;IPR011029;IPR000488;IPR013783;IPR014756;IPR002909;IPR033926;IPR000451;IPR030497;IPR008967;IPR030492;IPR032397;IPR011539;IPR037059;
Q00722	reviewed	PLCB2_HUMAN	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-2) (Phospholipase C-beta-2) (PLC-beta-2)	1185	IPR000008;IPR035892;IPR011992;IPR001192;IPR016280;IPR028403;IPR014815;IPR042531;IPR037862;IPR017946;IPR053945;IPR046969;IPR000909;IPR001711;
Q00839	reviewed	HNRPU_HUMAN	Heterogeneous nuclear ribonucleoprotein U (hnRNP U) (GRIP120) (Nuclear p120 ribonucleoprotein) (Scaffold-attachment factor A) (SAF-A) (p120) (pp120)	825	IPR001870;IPR043136;IPR013320;IPR027417;IPR003034;IPR036361;IPR003877;IPR035778;
Q00872	reviewed	MYPC1_HUMAN	Myosin-binding protein C, slow-type (Slow MyBP-C) (C-protein, skeletal muscle slow isoform)	1141	IPR003961;IPR036116;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR040849;IPR050964;
Q00975	reviewed	CAC1B_HUMAN	Voltage-dependent N-type calcium channel subunit alpha-1B (Brain calcium channel III) (BIII) (Calcium channel, L type, alpha-1 polypeptide isoform 5) (Voltage-gated calcium channel subunit alpha Cav2.2)	2339	IPR002048;IPR031649;IPR005821;IPR014873;IPR050599;IPR005447;IPR002077;IPR027359;
Q01082	reviewed	SPTB2_HUMAN	Spectrin beta chain, non-erythrocytic 1 (Beta-II spectrin) (Fodrin beta chain) (Spectrin, non-erythroid beta chain 1)	2364	IPR001589;IPR001715;IPR036872;IPR011993;IPR041681;IPR001605;IPR001849;IPR018159;IPR016343;IPR002017;
